"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"OffreOperationnelle.dateFermeture","OffreOperationnelle.dateFermeture","","","",0,1,"","","","date {[]} {[]}
","La date de fermeture d'une offre correspond à la date effective à partir de laquelle l'offre n'est plus assurée. Cette date de fermeture est caractérisée par un type de fermeture. Lorsqu'il s'agit d'une fermeture temporaire, la date est remise à nulle lorsque l'offre est ouverte de nouveau.","La date de fermeture d'une offre correspond à la date effective à partir de laquelle l'offre n'est plus assurée. Cette date de fermeture est caractérisée par un type de fermeture. Lorsqu'il s'agit d'une fermeture temporaire, la date est remise à nulle lorsque l'offre est ouverte de nouveau.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.dateFermeture",0,1,"",""
"OffreOperationnelle.datePrevisionnelleReouverture","OffreOperationnelle.datePrevisionnelleReouverture","","","",0,1,"","","","date {[]} {[]}
","La date de réouverture correspond à la date prévisionnelle à partir de laquelle l'offre sera de nouveau assurée. Elle s'applique lors d'une période de fermeture temporaire.","La date de réouverture correspond à la date prévisionnelle à partir de laquelle l'offre sera de nouveau assurée. Elle s'applique lors d'une période de fermeture temporaire.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.datePrevisionnelleReouverture",0,1,"",""
"OffreOperationnelle.horaire","OffreOperationnelle.horaire","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Horaire {[]} {[]}
","Décrit le planning d'activité.","Décrit le planning d'activité.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.horaire",0,*,"",""
"OffreOperationnelle.contact","OffreOperationnelle.contact","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Contact {[]} {[]}
","Personne ou service qui agit comme point de contact auprès d'une autre personne ou d'un autre service. Les moyens de contact sont précisés (numéro de téléphone, fax, email, site internet).","Personne ou service qui agit comme point de contact auprès d'une autre personne ou d'un autre service. Les moyens de contact sont précisés (numéro de téléphone, fax, email, site internet).","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.contact",0,*,"",""
"OffreOperationnelle.boiteLettreMSS","OffreOperationnelle.boiteLettreMSS","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/BoiteLettreMSS {[]} {[]}
","Boîte(s) aux lettres du service de messagerie sécurisée de santé (MSS) rattachée(s) à l’Offre opérationnelle.","Boîte(s) aux lettres du service de messagerie sécurisée de santé (MSS) rattachée(s) à l’Offre opérationnelle.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.boiteLettreMSS",0,*,"",""
"OffreOperationnelle.ActiviteOperationnelle","OffreOperationnelle.ActiviteOperationnelle","","","",1,*,"","","","Base {[]} {[]}
","Une activité opérationnelle est un ensemble cohérent d’actions et de pratiques mises en oeuvre pour participer au rétablissement ou à l’entretien de la Santé d’une personne. L’activité peut être d’ordre médical ou sanitaire, à visée sociale, ou encore de l’ordre de l’accompagnement dans le quotidien. Les activités opérationnelles peuvent être regroupées au sein de familles d’activités.Cet ensemble opérationnel est plus détaillé qu'une activité soumise à autorisation préalable de l'ARS.Dans le secteur médico-social, chaque activité est rattachée à une famille d'activités (prestation niveau 4 de Serafin).Les activités décrites sont réalisées avec les ressources propres de la structure ou mises à disposition dans le cadre d’une convention à la condition qu'elles interviennent sur site.","Une activité opérationnelle est un ensemble cohérent d’actions et de pratiques mises en oeuvre pour participer au rétablissement ou à l’entretien de la Santé d’une personne. L’activité peut être d’ordre médical ou sanitaire, à visée sociale, ou encore de l’ordre de l’accompagnement dans le quotidien. Les activités opérationnelles peuvent être regroupées au sein de familles d’activités.Cet ensemble opérationnel est plus détaillé qu'une activité soumise à autorisation préalable de l'ARS.Dans le secteur médico-social, chaque activité est rattachée à une famille d'activités (prestation niveau 4 de Serafin).Les activités décrites sont réalisées avec les ressources propres de la structure ou mises à disposition dans le cadre d’une convention à la condition qu'elles interviennent sur site.","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.ActiviteOperationnelle",1,*,"",""
"OffreOperationnelle.ActiviteOperationnelle.activiteOperationnelle","OffreOperationnelle.ActiviteOperationnelle.activiteOperationnelle","","","",0,1,"","","","Coding {[]} {[]}
","Code définissant l’activité opérationnelle d’une Offre opérationnelle (offre de soin).","Code définissant l’activité opérationnelle d’une Offre opérationnelle (offre de soin).","","","","","","","","","",,"preferred","","https://mos.esante.gouv.fr/NOS/TRE_R211-ActiviteOperationnelle/FHIR/TRE-R211-ActiviteOperationnelle?vs","",,,,"OffreOperationnelle.ActiviteOperationnelle.activiteOperationnelle",0,1,"",""
"OffreOperationnelle.SituationOperationnelle","OffreOperationnelle.SituationOperationnelle","","","",0,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/SituationOperationnelle {[]} {[]}
","Lien vers la classe SituationOperationnelle","Lien vers la classe SituationOperationnelle","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.SituationOperationnelle",0,*,"",""
"OffreOperationnelle.Patientele","OffreOperationnelle.Patientele","","","",1,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/Patientele {[]} {[]}
","Lien vers la classe Patientele","Lien vers la classe Patientele","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.Patientele",1,1,"",""
"OffreOperationnelle.EntiteGeographique","OffreOperationnelle.EntiteGeographique","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/EntiteGeographique {[]} {[]}
","Lien vers la classe EntiteGeographique","Lien vers la classe EntiteGeographique","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.EntiteGeographique",0,1,"",""
"OffreOperationnelle.LieuRealisationOffre","OffreOperationnelle.LieuRealisationOffre","","","",1,*,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/LieuRealisationOffre {[]} {[]}
","Lien vers la classe LieuRealisationOffre","Lien vers la classe LieuRealisationOffre","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.LieuRealisationOffre",1,*,"",""
"OffreOperationnelle.OrganisationInterne","OffreOperationnelle.OrganisationInterne","","","",0,1,"","","","https://interop.esante.gouv.fr/ig/mos/StructureDefinition/OrganisationInterne {[]} {[]}
","Lien vers la classe OrganisationInterne","Lien vers la classe OrganisationInterne","","","","","","","","","",,,,,"",,,,"OffreOperationnelle.OrganisationInterne",0,1,"",""
